Mortalidade Geral
Óbitos Residentes MSP por Idade Detalhada e Distrito Admin residência
Sexo: Feminino
Raça/Cor: Amarela
Período:2010-2019
"Idade Detalhada";"Água Rasa";"Alto de Pinheiros";"Anhanguera";"Aricanduva";"Artur Alvim";"Barra Funda";"Bela Vista";"Belém";"Bom Retiro";"Brás";"Brasilândia";"Butantã";"Cachoeirinha";"Cambuci";"Campo Belo";"Campo Grande";"Campo Limpo";"Cangaíba";"Capão Redondo";"Carrão";"Casa Verde";"Cidade Ademar";"Cidade Dutra";"Cidade Líder";"Cidade Tiradentes";"Consolação";"Cursino";"Ermelino Matarazzo";"Freguesia do Ó";"Grajaú";"Guaianases";"Iguatemi";"Ipiranga";"Itaim Bibi";"Itaim Paulista";"Itaquera";"Jabaquara";"Jaçanã";"Jaguara";"Jaguaré";"Jaraguá";"Jardim Ângela";"Jardim Helena";"Jardim Paulista";"Jardim São Luís";"José Bonifácio";"Lajeado";"Lapa";"Liberdade";"Limão";"Mandaqui";"Marsilac";"Moema";"Moóca";"Morumbi";"Parelheiros";"Pari";"Parque do Carmo";"Pedreira";"Penha";"Perdizes";"Perus";"Pinheiros";"Pirituba";"Ponte Rasa";"Raposo Tavares";"República";"Rio Pequeno";"Sacomã";"Santa Cecília";"Santana";"Santo Amaro";"São Domingos";"São Lucas";"São Mateus";"São Miguel";"São Rafael";"Sapopemba";"Saúde";"Sé";"Socorro";"Tatuapé";"Tremembé";"Tucuruvi";"Vila Andrade";"Vila Curuçá";"Vila Formosa";"Vila Guilherme";"Vila Jacuí";"Vila Leopoldina";"Vila Maria";"Vila Mariana";"Vila Matilde";"Vila Medeiros";"Vila Prudente";"Vila Sônia";"Ignorado";"Total"
"50 anos";-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2;1;-;1;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;1;1;23
"51 anos";-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5;1;-;-;1;-;23
"52 anos";1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;2;-;-;1;-;1;2;-;-;1;1;1;-;1;1;-;-;-;-;-;-;-;-;3;-;-;1;-;-;28
"53 anos";1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;1;-;-;-;-;-;-;2;-;2;1;1;-;1;-;20
"54 anos";1;-;-;-;-;1;-;1;1;1;2;1;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;3;-;-;-;3;-;-;-;-;-;-;2;1;-;2;-;6;-;-;-;2;1;1;-;-;-;1;2;2;-;-;-;-;1;-;2;1;1;1;1;1;1;-;1;-;2;2;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;54
"55 anos";-;-;-;-;1;-;-;-;1;-;-;1;1;1;1;-;-;-;-;2;-;1;-;-;-;-;1;-;1;1;-;1;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2;-;-;2;-;-;2;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;3;-;-;-;1;-;1;-;1;-;-;-;-;3;1;-;-;1;-;39
"56 anos";2;-;-;1;1;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;1;-;-;-;1;-;-;-;-;1;-;4;-;-;-;-;-;-;1;-;-;-;-;4;-;-;-;-;-;-;1;-;-;-;1;2;-;1;-;-;-;-;-;2;-;2;-;-;-;-;-;-;1;4;2;-;-;-;-;-;-;-;-;-;-;1;4;-;-;1;1;-;44
"57 anos";-;-;-;-;1;-;1;-;1;1;-;2;1;-;-;1;-;-;-;1;1;1;1;-;-;-;2;1;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;2;-;1;-;1;-;-;-;1;-;-;1;-;1;-;-;-;-;2;-;-;1;-;-;-;-;2;-;-;-;1;1;-;-;-;-;-;-;1;1;-;-;1;2;-;40
"58 anos";1;-;-;1;1;-;1;-;-;1;-;-;-;-;-;1;-;1;-;3;1;1;-;2;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;4;-;1;-;2;1;-;-;-;1;1;-;-;-;-;-;1;-;-;-;3;-;1;1;1;1;1;-;-;1;2;1;-;-;2;3;-;-;-;-;-;-;-;4;2;1;1;3;-;57
"59 anos";-;1;-;2;-;1;-;1;2;-;-;2;-;-;1;1;-;-;-;1;4;1;3;-;-;-;2;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;2;-;-;2;1;-;2;1;-;3;-;-;-;1;4;-;1;-;-;3;-;1;1;-;-;-;1;2;-;-;1;1;-;58
"60 anos";3;-;-;1;-;-;1;-;1;-;-;3;-;1;1;-;1;1;2;2;-;-;-;-;-;-;3;-;1;-;-;-;-;1;-;1;2;1;-;-;-;-;-;1;-;1;-;-;5;-;-;-;1;-;1;-;-;-;-;4;1;-;1;-;2;-;-;-;3;1;2;-;-;2;3;-;-;1;2;1;-;-;-;1;-;-;1;-;-;2;1;3;-;1;-;1;-;68
"61 anos";-;1;-;-;-;-;1;-;-;1;-;1;-;-;1;1;1;-;-;1;-;2;-;-;-;2;1;1;-;-;-;-;2;-;-;2;5;-;-;-;-;-;-;1;1;-;1;-;2;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;1;-;3;-;1;-;-;-;-;-;-;-;1;4;-;-;-;1;2;-;-;-;-;-;-;-;4;1;1;1;-;-;52
"62 anos";-;1;-;1;-;-;1;-;-;-;-;1;2;-;2;-;-;1;1;1;2;-;1;-;-;-;2;-;2;-;-;2;1;1;1;-;6;-;-;1;-;-;-;1;-;-;1;1;2;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;1;-;1;4;2;3;-;-;-;-;2;1;-;-;8;1;-;-;1;1;-;-;-;-;-;-;-;1;4;3;-;4;-;75
"63 anos";-;-;-;-;-;-;1;1;-;-;-;1;-;-;3;1;2;-;-;2;1;2;1;1;-;-;4;-;-;-;-;-;-;2;1;1;2;1;-;2;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2;1;-;2;1;-;1;4;1;-;-;4;1;1;1;1;1;-;1;1;1;-;-;1;4;1;-;1;1;1;66
"64 anos";1;-;-;2;-;-;-;2;1;-;-;-;-;-;1;-;1;2;-;1;3;3;1;-;-;-;2;-;-;1;-;-;1;-;1;2;3;1;-;-;-;-;1;2;1;-;-;-;3;-;-;-;-;-;1;-;-;1;-;3;1;-;1;2;-;-;1;4;6;1;3;-;-;1;1;-;-;1;7;1;-;3;1;1;1;1;1;-;-;1;1;7;2;2;4;-;1;97
"65 anos";1;-;1;1;2;-;-;-;-;-;1;-;-;-;4;2;1;2;1;2;2;2;1;-;-;-;6;-;-;-;-;-;3;1;-;-;3;-;-;1;1;-;-;2;-;-;-;1;3;-;-;-;-;-;-;-;-;1;-;-;-;-;4;-;-;-;-;-;1;-;4;1;1;3;2;-;-;1;3;1;-;3;2;2;-;-;1;-;-;1;1;3;1;-;3;-;-;83
"66 anos";1;-;-;2;1;-;-;-;1;-;-;1;-;1;-;-;1;1;-;5;1;1;-;1;-;-;3;1;2;-;-;-;1;-;-;1;6;2;-;1;-;-;-;3;1;1;1;-;6;-;1;-;1;-;-;-;-;-;-;2;1;-;1;-;3;1;2;1;1;2;-;2;-;-;-;-;-;1;7;-;1;2;-;2;-;-;-;-;1;1;-;2;2;-;-;1;-;84
"67 anos";-;1;-;1;-;1;-;-;-;1;-;1;-;1;3;4;2;1;-;4;-;1;3;3;-;2;3;-;-;-;-;-;1;1;-;1;4;-;-;1;-;-;1;-;-;1;-;-;6;-;-;-;-;1;-;1;-;-;-;3;1;-;3;1;2;2;-;3;2;-;-;1;-;2;2;1;1;2;3;1;1;-;-;2;-;3;1;2;-;-;-;2;4;2;4;-;2;103
"68 anos";2;5;-;2;2;-;2;-;-;1;-;2;2;1;1;1;-;-;-;1;4;2;2;1;-;3;4;-;-;1;-;-;-;1;-;2;5;1;1;-;1;-;-;-;-;-;-;2;9;-;1;-;3;1;1;-;-;1;-;1;2;-;-;1;2;1;-;2;3;-;4;-;-;4;2;1;-;2;11;2;-;-;2;1;-;2;-;-;-;2;1;6;1;3;1;4;-;129
"69 anos";2;-;-;2;1;-;-;1;1;2;-;2;-;1;1;2;2;2;-;8;2;3;1;-;-;3;6;-;-;1;-;-;-;-;-;-;8;1;-;2;-;-;-;1;1;-;1;2;4;-;3;-;1;1;2;-;-;-;-;1;2;-;2;-;1;-;2;1;6;-;1;-;-;1;1;-;1;1;8;4;3;-;2;1;-;-;-;1;1;-;1;3;3;-;1;2;-;120
"70 anos";2;-;-;1;1;-;1;2;1;-;-;1;3;-;1;2;1;1;1;3;3;3;1;1;-;-;2;-;-;-;-;-;2;1;1;2;9;1;-;3;1;-;-;1;1;2;-;3;7;1;3;-;2;2;-;1;-;1;1;3;1;-;2;-;1;-;-;2;4;2;1;2;-;3;3;1;-;-;11;-;-;2;-;2;-;1;-;-;1;2;-;4;2;2;2;4;1;135
"71 anos";3;2;-;1;-;1;2;1;1;-;-;2;1;2;2;3;2;1;-;3;3;3;1;-;1;-;8;1;4;-;-;-;2;2;3;1;5;1;-;-;1;-;1;-;-;2;-;-;7;-;4;-;4;3;-;-;1;-;-;-;1;-;1;1;1;1;1;3;3;-;4;1;1;4;3;-;-;-;9;1;3;3;1;1;-;1;1;1;1;1;1;8;5;1;1;5;-;154
"72 anos";4;1;-;2;-;-;1;1;2;2;1;2;-;2;2;-;1;2;-;6;3;6;1;-;-;1;2;-;2;-;-;-;-;2;-;2;12;1;-;1;1;-;-;4;2;-;-;-;9;2;4;-;-;1;2;1;-;-;-;2;2;-;2;-;3;3;-;2;2;1;3;3;-;5;3;1;-;-;8;-;1;-;4;-;1;-;1;1;-;-;1;4;3;2;2;2;-;150
"73 anos";2;1;-;1;3;-;2;-;4;2;-;1;-;1;-;-;-;1;1;4;2;2;2;1;-;-;6;-;1;-;1;-;4;1;-;1;9;1;-;2;-;-;-;2;1;-;-;-;7;1;-;-;3;-;1;-;-;-;-;2;-;-;1;1;3;1;2;4;6;1;2;2;-;1;2;2;-;2;4;2;1;1;2;1;-;1;4;1;-;-;-;11;2;3;2;1;-;139
"74 anos";-;-;-;4;-;-;4;1;1;1;1;4;1;2;5;3;1;-;-;5;2;2;2;1;-;-;10;1;2;1;-;-;5;2;1;-;6;1;-;1;-;-;1;1;-;1;-;2;9;-;-;-;3;2;2;1;1;-;-;-;2;-;3;1;2;1;1;3;5;-;4;-;-;1;4;-;-;2;19;3;-;-;3;4;1;1;-;2;1;1;1;7;-;1;7;4;-;177
"75 anos";1;3;-;2;-;1;2;-;4;-;-;1;-;1;1;2;-;3;1;4;5;5;-;2;-;-;7;-;1;-;-;1;1;2;1;4;11;-;-;3;1;-;-;3;2;-;-;2;5;2;1;-;-;2;-;-;1;-;1;2;1;-;2;1;3;-;1;4;4;2;2;1;1;2;3;1;-;3;14;-;2;3;5;5;4;1;3;-;-;3;1;7;3;2;3;2;-;180
"76 anos";1;2;-;3;1;1;1;-;6;-;2;-;-;3;-;1;2;2;2;11;5;1;-;2;-;2;7;-;3;1;1;-;3;1;1;2;10;-;-;4;-;-;-;2;-;-;-;6;8;-;1;-;2;2;-;-;-;1;-;4;3;-;2;2;2;1;1;3;3;2;2;4;-;4;1;-;1;1;8;2;3;2;2;1;1;2;-;-;3;1;-;9;4;1;2;8;1;189
"77 anos";2;1;1;3;1;1;1;1;4;-;1;3;1;-;1;3;2;3;1;6;5;1;1;-;-;1;11;1;3;3;-;-;8;1;-;-;15;-;-;-;-;-;-;3;1;1;-;4;10;1;2;-;-;2;1;-;1;-;-;4;1;-;6;-;4;4;3;7;6;1;1;5;-;6;4;-;2;3;18;2;2;2;3;2;1;2;2;1;1;1;-;7;2;-;1;2;-;218
"78 anos";4;-;-;3;2;-;1;-;3;-;1;4;1;2;2;4;2;-;-;3;3;3;2;3;-;2;7;1;2;-;-;-;4;6;1;4;7;1;-;3;-;1;3;2;2;-;-;2;12;2;2;-;3;2;-;1;-;2;1;5;1;-;2;-;3;3;3;3;5;2;3;4;1;2;1;1;-;3;9;-;1;2;1;4;3;1;1;-;-;1;-;5;3;-;1;5;1;196
"79 anos";1;1;-;5;1;-;2;-;5;2;1;3;2;3;1;3;2;2;1;10;3;2;4;2;-;-;11;1;3;-;-;-;4;3;1;2;12;1;1;-;1;-;-;-;-;1;-;3;6;3;3;1;1;-;-;1;1;1;-;5;2;-;2;-;2;2;2;7;4;-;2;4;1;1;1;1;-;1;13;2;2;4;4;6;-;-;3;1;2;1;-;10;4;1;3;5;-;215
"80 anos";3;1;-;2;3;-;-;1;4;-;1;2;-;4;4;3;4;2;-;11;3;3;3;2;-;-;12;-;1;1;1;-;5;1;3;-;18;-;-;3;-;-;1;1;2;-;-;3;15;1;2;-;4;1;1;1;-;1;1;3;2;-;-;2;6;-;-;4;8;1;5;3;-;3;3;3;1;-;12;2;3;1;2;4;1;1;3;1;2;2;2;18;4;4;4;2;-;247
"81 anos";3;-;-;6;3;1;-;-;2;2;1;5;-;2;-;2;-;1;1;8;3;1;5;3;-;1;7;-;1;-;-;-;-;2;-;3;16;-;-;3;-;-;-;1;3;1;1;5;9;-;1;-;6;1;4;-;-;-;1;-;3;-;-;-;2;3;-;9;5;2;8;5;2;5;2;2;-;2;13;2;-;1;8;3;-;-;2;4;1;1;-;13;4;3;3;8;1;232
"82 anos";3;4;-;-;2;-;3;-;5;-;2;6;4;3;2;3;-;3;1;6;1;5;3;6;-;1;8;-;3;1;-;1;3;-;-;3;12;1;-;3;-;1;1;-;3;2;-;2;8;-;4;1;5;-;1;-;-;1;1;4;2;-;-;1;-;1;4;5;6;2;6;6;2;3;7;3;1;3;19;3;-;4;2;4;-;-;5;-;1;1;2;22;2;3;1;6;1;260
"83 anos";6;-;-;2;-;-;2;-;4;-;3;8;-;3;5;4;2;-;3;11;3;3;1;2;-;2;6;1;1;3;-;-;8;2;1;1;11;3;-;1;-;-;1;6;4;-;-;4;19;1;1;-;-;4;-;1;-;2;1;7;3;-;7;2;4;1;2;3;9;1;9;3;1;4;4;1;1;2;11;3;4;3;3;4;4;2;-;1;1;3;2;7;6;5;3;4;-;276
"84 anos";5;1;1;5;4;-;1;-;2;-;1;3;-;2;6;4;3;3;1;10;3;4;1;3;-;1;9;6;1;-;-;-;10;6;2;2;11;2;-;1;1;-;-;7;2;-;-;3;9;1;3;-;2;4;-;-;-;1;1;3;2;-;7;1;3;1;2;3;9;1;8;3;-;3;4;-;-;1;25;4;2;5;1;6;5;1;2;-;3;2;1;12;4;-;2;7;-;281
"85 anos";2;-;-;7;4;1;3;1;7;1;-;7;-;3;1;4;1;-;-;9;5;3;4;2;-;-;12;1;1;4;-;-;5;4;-;4;17;-;3;2;1;-;-;2;1;1;2;1;9;1;2;-;4;1;-;1;-;-;-;4;2;-;3;1;4;2;-;1;10;1;2;1;1;3;4;2;-;2;27;4;5;4;1;6;2;3;1;2;1;2;-;9;4;2;4;3;-;267
"86 anos";2;-;2;3;1;-;1;1;8;1;1;2;1;1;5;4;2;2;-;9;5;3;3;2;-;3;14;1;-;1;-;-;6;6;-;2;9;-;-;3;-;1;-;2;1;1;-;2;18;-;3;-;5;1;-;1;2;2;3;5;3;-;1;-;3;4;-;6;8;1;5;6;1;1;-;1;1;-;18;5;-;3;1;6;-;1;1;1;-;2;4;16;4;2;1;10;1;268
"87 anos";2;-;-;4;1;3;3;3;1;1;2;1;2;3;4;4;5;-;-;8;3;4;4;3;-;2;9;2;2;2;-;-;3;3;1;1;17;1;2;2;-;-;1;4;-;1;-;-;14;4;1;-;7;2;-;2;1;-;-;5;2;1;5;2;1;2;3;9;7;1;3;2;1;1;3;1;1;2;25;2;2;2;5;5;1;3;4;3;2;1;-;18;3;2;4;10;1;290
"88 anos";2;-;1;1;3;1;1;1;2;1;1;9;1;3;2;1;3;1;2;11;5;2;3;3;-;4;10;2;1;3;-;1;4;3;1;5;19;1;-;6;2;-;-;2;2;1;-;2;12;-;3;-;4;4;1;-;-;2;2;3;4;-;5;2;2;2;3;7;8;-;7;2;4;3;2;2;1;-;26;4;5;3;5;5;2;-;5;-;-;1;1;11;10;2;5;12;-;311
"89 anos";3;-;-;3;1;-;5;-;3;-;-;6;2;4;6;5;4;1;-;11;6;1;5;3;-;-;19;-;3;1;-;-;6;6;1;3;19;2;-;1;1;-;-;4;1;2;-;3;12;2;4;-;4;1;1;-;1;1;1;2;2;-;2;1;5;1;3;8;5;1;5;5;-;5;4;-;1;1;28;3;5;4;1;7;1;-;2;1;2;1;1;17;-;1;3;6;1;303
"90 anos";4;1;-;5;-;1;2;-;4;-;1;2;1;2;-;3;3;-;-;9;3;2;1;2;-;1;11;2;-;1;1;-;6;7;-;5;17;1;-;3;1;2;-;4;-;1;-;1;12;2;2;-;2;2;5;3;1;1;-;2;5;1;2;1;2;2;-;9;6;3;7;3;-;4;4;-;-;3;27;1;6;2;1;3;-;2;2;1;2;2;2;10;4;5;4;8;-;276
"91 anos";1;4;-;2;1;1;5;2;2;1;2;5;-;2;5;3;-;3;2;8;3;3;-;1;1;2;10;1;2;2;1;1;2;2;1;5;14;1;-;2;-;-;-;7;-;-;1;3;11;-;2;-;5;3;1;-;-;1;-;4;4;-;6;-;-;4;3;4;3;2;4;5;4;4;1;-;-;2;25;7;8;2;6;2;1;-;-;1;1;1;2;19;5;1;2;9;-;279
"92 anos";2;6;-;3;2;-;1;1;2;1;1;2;1;1;3;1;3;1;2;7;6;5;2;2;-;1;10;-;2;1;1;1;3;2;-;1;10;2;-;3;-;1;-;2;1;3;-;4;5;2;3;-;3;-;2;-;-;1;-;2;3;-;5;-;1;1;1;2;5;2;4;5;1;5;4;2;-;-;21;2;1;2;4;4;-;-;4;-;1;-;1;18;5;1;2;8;-;236
"93 anos";3;-;-;2;-;-;3;2;1;-;1;6;2;1;5;2;-;3;-;4;2;5;3;1;-;1;7;1;2;-;-;-;3;2;-;1;12;4;-;2;-;-;-;2;1;1;-;-;10;-;2;-;2;1;1;1;1;2;-;-;4;-;2;3;1;2;-;6;6;2;4;5;2;4;2;-;-;1;24;1;4;2;2;4;-;1;1;-;2;1;2;16;4;1;4;7;-;225
"94 anos";2;4;-;3;2;-;5;-;1;1;1;2;3;-;3;1;1;-;1;5;4;2;3;-;-;2;9;-;-;-;-;-;2;2;-;3;13;2;-;1;-;-;-;1;2;-;-;-;8;3;-;-;1;1;1;1;1;-;1;1;4;-;3;1;-;1;-;3;7;2;3;3;-;2;-;1;-;2;11;-;-;-;3;3;2;3;3;-;-;2;2;16;1;1;1;3;-;182
"95 anos";3;-;-;4;-;-;3;1;-;1;1;1;3;-;3;2;1;1;1;8;4;3;2;-;-;1;7;-;1;-;-;-;3;4;-;3;10;-;-;1;1;-;-;2;-;-;1;1;8;1;1;-;2;5;1;-;-;-;-;2;-;-;3;1;1;-;-;5;1;-;3;6;1;4;3;3;-;1;19;2;2;2;-;1;-;2;2;-;2;-;3;11;2;1;1;3;-;182
"96 anos";1;1;-;-;-;-;-;1;-;-;1;3;1;-;5;4;3;-;-;5;2;2;1;1;-;-;4;-;-;1;-;-;6;-;-;1;7;-;-;1;-;-;1;2;1;1;-;1;5;1;2;-;3;1;1;-;-;1;-;3;1;-;3;1;1;1;1;-;2;-;2;4;1;1;2;-;-;1;15;-;3;1;1;2;1;-;-;-;1;1;1;12;1;1;2;1;-;138
"97 anos";2;1;-;1;1;-;-;-;1;-;-;2;2;1;3;1;3;3;-;1;1;3;-;-;-;-;4;1;1;-;-;1;5;1;-;-;13;-;-;1;1;-;-;2;-;-;-;1;3;-;1;-;-;-;2;-;-;1;1;1;2;-;4;-;-;-;-;3;1;-;1;-;1;-;2;1;-;1;16;-;2;1;2;1;-;-;1;-;1;2;1;8;-;1;3;5;1;127
"98 anos";1;3;-;1;2;-;-;-;1;-;-;3;1;2;4;-;1;-;-;2;2;1;1;1;-;-;3;-;1;1;-;1;-;-;-;1;3;-;-;1;-;-;-;-;-;-;-;1;4;1;3;-;-;2;2;-;-;-;-;1;-;-;3;1;-;-;1;2;1;-;1;-;-;-;-;1;-;-;11;-;-;2;-;-;1;1;-;-;-;-;-;5;1;-;1;3;-;86
"99 anos";1;1;-;-;-;-;2;-;-;-;-;4;-;-;-;1;-;-;-;3;1;-;-;1;-;1;4;-;2;-;-;-;1;2;-;-;2;-;-;-;-;-;-;2;-;1;-;-;2;-;2;-;1;1;1;-;-;1;-;2;-;-;-;-;-;-;1;3;3;1;4;1;1;2;-;-;-;-;8;1;-;-;2;2;1;-;1;1;-;1;-;3;-;-;-;4;-;79
"100 anos";1;-;-;-;-;-;1;-;1;-;-;2;-;-;-;1;-;-;-;1;2;-;-;-;-;1;6;1;1;-;-;-;-;2;1;2;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;2;-;-;-;-;-;-;6;-;1;-;1;1;-;-;-;1;-;-;-;5;1;-;4;2;-;55
"101 anos";-;-;-;1;-;-;2;-;-;-;-;-;-;-;2;1;-;1;-;4;-;-;1;-;-;-;1;-;1;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;4;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;2;-;-;-;2;1;-;-;-;-;-;-;-;1;1;-;1;-;-;34
"102 anos";-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;1;1;1;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;2;-;25
"103 anos";-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;1;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;3;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;1;1;-;23
"104 anos";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;11
"105 anos";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;5
"106 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"108 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"110 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"111 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Total";92;51;6;100;51;18;71;32;97;33;30;122;40;62;107;94;66;56;29;251;128;111;83;62;3;42;311;29;58;33;6;13;134;92;26;78;421;36;7;68;17;9;12;92;45;28;13;68;358;34;72;2;99;63;43;20;18;28;20;108;80;2;109;38;81;54;55;165;194;47;149;111;30;111;104;35;12;61;603;85;78;78;96;123;38;39;66;29;38;47;41;418;128;66;104;190;14;8017
Fonte: Sistema de Informações sobre Mortalidade – SIM/PRO-AIM – CEInfo –SMS-SP
Notas:
1. Para tabulações de proporções, o campo referente à proporção deve constar em linhas ou colunas.
2. Os coeficientes de mortalidade podem ser tabuladas por Distrito Administrativo e seus agregados (Supervisão de Saúde e Região), faixa etária e sexo.
3. Os coeficientes de mortalidade por homicídio, aids, tuberculose e acidentes de trânsito foram calculados por 100.000 habitantes. 
4. A partir de 2005, os óbitos por acidentes de trânsito foram qualificados com o apoio da Companhia de Engenharia de Tráfego – CET.
